LaptopID,Company,Type,Inches,ScreenAndRes,Screen,Resolution,CpuMan,CPU/Withclock,CPU,Ram,Ram(GB),Storage(Primary),Storage(Secondary),Storage(P(GB)),Storage(S(GB)),Storage(GB),Gpu,OS
1264,Toshiba,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.2GHz,Core i3 6006U 2.2GHz,Core i3 6006U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
4,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2.0GHz,Core i3 6006U 2.0GHz,Core i3 6006U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Linux
740,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
796,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS
839,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS
1005,Lenovo,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS
1057,Lenovo,Notebook,35.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
37,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
47,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
56,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Nvidia GeForce GTX 940MX,Windows 10
293,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
384,Dell,Notebook,14,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
400,Dell,Notebook,13.3,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
724,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS
771,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
828,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,AMD Radeon 520,Windows 10
948,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,Windows 10
974,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Core i3 6006U 2GHz,Core i3 6006U 2GHz,Core i3 6006,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 520,No OS
200,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 500,Linux
987,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 500,Windows 10
1029,Lenovo,Notebook,14,1366x768,Regular,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 1.1GHz,Celeron Dual Core N3350 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 500,Windows 10
12,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3350 2GHz,Celeron Dual Core N3350 2GHz,Celeron Dual Core N335,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 500,Windows 10
485,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.60GHz,Celeron Dual Core N3060 1.60GHz,Celeron Dual Core N3060 1,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 400,Windows 10
1,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 400,Linux
2,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 400,Linux
3,Acer,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 400,Linux
496,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Linux
760,HP,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 1.6GHz,Celeron Dual Core N3060 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 400,Windows 10
285,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,2GB,2,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
288,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,2GB,2,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
291,Dell,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,2GB,2,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
125,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
128,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
131,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
146,Asus,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 1.6GHz,Celeron Dual Core N3050 ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics,Windows 10
981,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,Celeron Dual Core 3855U 1.6GHz,Celeron Dual Core 3855U ,4GB,4,500GB HDD,,500,0,500,Intel HD Graphics 510,Windows 10
103,Acer,Notebook,15.6,1366x768,Regular,1366x768,AMD A9-Series 9420 3GHz,A9-Series 9420 3GHz,A9-Series 942,4GB,4,500GB HDD,,500,0,500,AMD Radeon R5,Windows 10
16,Acer,Notebook,15.6,1366x768,Regular,1366x768,AMD A8-Series 7410 2.2GHz,A8-Series 7410 2.2GHz,A8-Series 7410 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R5,Windows 10
835,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,AMD A6-Series 9220 2.5GHz,A6-Series 9220 2.5GHz,A6-Series 9220 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon 530,Windows 10
1115,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,AMD A6-Series 9220 2.9GHz,A6-Series 9220 2.9GHz,A6-Series 9220 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R4 Graphics,No OS
585,HP,Notebook,15.6,1366x768,Regular,1366x768,AMD A6-Series 9220 2.5GHz,A6-Series 9220 2.5GHz,A6-Series 9220 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R4 Graphics,Windows 10
969,Lenovo,Notebook,15.6,1366x768,Regular,1366x768,AMD A6-Series 7310 2GHz,A6-Series 7310 2GHz,A6-Series 731,4GB,4,500GB HDD,,500,0,500,AMD Radeon R4,Windows 10
932,Lenovo,Notebook,17.3,1600x900,Regular,1600x900,AMD A4-Series 7210 2.2GHz,A4-Series 7210 2.2GHz,A4-Series 7210 ,4GB,4,500GB HDD,,500,0,500,AMD Radeon R3,Windows 10
709,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Xeon E3-1535M v5 2.9GHz,Xeon E3-1535M v5 2.9GHz,Xeon E3-1535M v5 ,16GB,16,256GB SSD,,256,0,256,Nvidia Quadro M2000M,Windows 7
672,HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Touchscreen, 1366x768,Intel Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 1.1GHz,Pentium Quad Core N4200 ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 505,Windows 10
744,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 1.6GHz,Pentium Quad Core N3710 ,4GB,4,256GB SSD,,256,0,256,Intel HD Graphics 405,Windows 10
921,Lenovo,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core M m7-6Y75 1.2GHz,Core M m7-6Y75 1.2GHz,Core M m7-6Y75 ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 515,Windows 10
117,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,IPS Panel Retina Display ,2304x1440,Intel Core M m3 1.2GHz,Core M m3 1.2GHz,Core M m3 ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 615,macOS
618,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core M 6Y54 1.1GHz,Core M 6Y54 1.1GHz,Core M 6Y54 ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 515,Windows 10
106,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,IPS Panel Retina Display ,2304x1440,Intel Core M 1.1GHz,Core M 1.1GHz,Core M ,8GB,8,256GB Flash Storage,,256,0,256,Intel HD Graphics 5300,Mac OS X
107,Apple,Ultrabook,12,IPS Panel Retina Display 2304x1440,IPS Panel Retina Display ,2304x1440,Intel Core M 1.1GHz,Core M 1.1GHz,Core M ,8GB,8,256GB Flash Storage,,256,0,256,Intel HD Graphics 515,Mac OS X
1271,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce MX150,No OS
555,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,64GB,64,256GB SSD,,256,0,256,AMD Radeon 530,Windows 10
524,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,IPS Panel 4K Ultra HD / Touchscreen ,3840x2160,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
447,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Quad HD+ / Touchscreen ,3200x1800,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
258,Asus,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
261,Asus,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 940MX,Windows 10
423,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 530,Windows 10
495,Dell,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
506,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 520,Linux
523,Dell,Ultrabook,13.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
554,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 530,Windows 10
558,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 520,Windows 10
795,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
797,HP,Notebook,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
810,HP,Notebook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
837,HP,Ultrabook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1033,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
1098,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
486,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
537,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
72,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce MX150,Windows 10
90,Acer,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
99,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce MX150,Windows 10
522,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon 530,Windows 10
550,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Intel UHD Graphics 620,Windows 10
824,HP,Ultrabook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 940MX,Windows 10
1053,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon RX 550,Windows 10
1062,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 8550U 1.8GHz,Core i7 8550U 1.8GHz,Core i7 8550U ,8GB,8,256GB SSD,,256,0,256,AMD Radeon RX 550,Windows 10
366,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 7Y75 1.3GHz,Core i7 7Y75 1.3GHz,Core i7 7Y75 ,16GB,16,256GB SSD,,256,0,256,Intel HD Graphics 615,Windows 10
5,Acer,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 7Y75 1.3GHz,Core i7 7Y75 1.3GHz,Core i7 7Y75 ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 615,Windows 10
501,Dell,Workstation,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7820HQ 2.9GHz,Core i7 7820HQ 2.9GHz,Core i7 7820HQ ,16GB,16,256GB SSD,,256,0,256,Nvidia Quadro M1200,Windows 10
762,HP,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7820HQ 2.9GHz,Core i7 7820HQ 2.9GHz,Core i7 7820HQ ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 630,Windows 10
1041,Lenovo,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7820HQ 2.9GHz,Core i7 7820HQ 2.9GHz,Core i7 7820HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M2200M,Windows 10
246,Asus,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7820HK 2.9GHz,Core i7 7820HK 2.9GHz,Core i7 7820HK ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce GTX 1080,Windows 10
710,HP,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,,256,0,256,Nvidia Quadro M2200,Windows 10
1208,Razer,Gaming,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce GTX 1060,Windows 10
1116,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050 Ti,Windows 10
481,Dell,Workstation,15.6,4K Ultra HD / Touchscreen 3840x2160,4K Ultra HD / Touchscreen ,3840x2160,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M1200,Windows 10
61,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Linux
69,Acer,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050 Ti,Linux
231,Asus,Gaming,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
462,Dell,Workstation,?,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M1200,Windows 10
502,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050,Windows 10
705,HP,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M2200,Windows 10
772,HP,Workstation,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M1200,Windows 10
1191,MSI,Gaming,17.3,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050 Ti,Windows 10
434,Dell,Workstation,15.6,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M620,Windows 10
941,Lenovo,Ultrabook,14,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GT 940MX,Windows 10
1014,Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia Quadro M620M,Windows 10
1119,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,IPS Panel Full HD ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce GTX 1050M,No OS
1000,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,IPS Panel Full HD / Touchscreen ,1920x1080,Intel Core i7 7700HQ 2.8GHz,Core i7 7700HQ 2.8GHz,Core i7 7700HQ ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 630,Windows 10
1145,Microsoft,Ultrabook,33.5,Touchscreen 2256x1504,Touchscreen ,2256x1504,Intel Core i7 7660U 2.5GHz,Core i7 7660U 2.5GHz,Core i7 7660U ,8GB,8,256GB SSD,,256,0,256,Intel Iris Plus Graphics 640,Windows 10 S
401,Dell,Ultrabook,12.5,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,16GB,16,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
438,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,16GB,16,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
784,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Full HD / Touchscreen ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,16GB,16,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
1144,Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Touchscreen ,2256x1504,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,256GB SSD,,256,0,256,Intel Iris Plus Graphics 640,Windows 10 S
356,Dell,Ultrabook,14,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
374,Dell,Ultrabook,12.5,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,256GB SSD,,256,0,256,Intel HD Graphics 620,Windows 10
449,Dell,Notebook,15.6,Full HD 1920x1080,Full HD ,1920x1080,Intel Core i7 7600U 2.8GHz,Core i7 7600U 2.8GHz,Core i7 7600U ,8GB,8,256GB SSD,,256,0,256,Nvidia GeForce 930MX,Windows 10
